ASIN,Overall_Rating,Review_Count,5Star,4Star,3Star,2Star,1Star
B0DKSN79K4,,,100,0,0,0,0
B0DNPK1Y7Q,,,0,0,0,0,0
B0DK43TRB1,4.4,33.0,64,23,5,3,5
B0DJWHGNFD,,,100,0,0,0,0
B0DJ3H8RVV,,,0,0,0,0,0
B0DJWK5MC5,,,0,100,0,0,0
B0DD6B8Y3M,,,0,0,0,0,0
B0DDBMTD74,,,0,0,0,0,0
B0DCP7DV9H,,,0,0,0,0,0
B0DCTJHNY5,,,0,0,0,0,0
B0DPG6QYQP,5.0,2.0,100,0,0,0,0
B0DMK2RXL1,4.4,,71,14,8,2,5
B0DPG16NHG,,,0,0,0,0,0
B0DPG1CZ9L,,,0,0,0,0,0
B0DPFZTXB3,,,0,0,0,0,0
B0DHS42XBR,4.4,22.0,76,6,11,0,7
B0DPBXXF2K,5.0,1.0,100,0,0,0,0
B0DPFW6R88,,,0,0,0,0,0
B0DLFSFTN8,5.0,1.0,43,57,0,0,0
B0DJ2BG3HD,3.1,4.0,45,0,0,28,27
B0DJQFDFZ4,,,0,0,0,0,0
B0DK2TRJNY,4.3,,70,13,7,2,8
B0DKP3KVRJ,,,0,0,100,0,0
B0DPFPQ5CQ,,,0,0,0,0,0
B0DM4P2BWK,4.5,30.0,75,12,7,6,0
B0CNQPX9WC,,,100,0,0,0,0
B0DGT6H9PP,,,0,100,0,0,0
B0CNQPXWBC,,,0,0,0,0,0
B0DJVSMC1R,5.0,1.0,100,0,0,0,0
B0DMW6BG66,4.5,845.0,77,13,5,1,4
B0DKSRR21T,3.7,647.0,58,11,5,4,22
B0DNSQ95XM,5.0,2.0,100,0,0,0,0
B0DMWHBLFC,,,100,0,0,0,0
B0DNDZS4LF,4.5,2.0,53,47,0,0,0
B0DJ6YYBXP,4.4,17.0,72,13,13,0,2
B0DN6JG5XG,3.5,7.0,15,40,28,17,0
B0DNNFJV2P,,,0,0,0,0,0
B0DJXX4ZK4,5.0,1.0,100,0,0,0,0
B0DPBRRCXQ,,,0,0,0,0,100
B0DP9FCMMD,,,0,0,0,0,0
B0DLNXDF12,4.5,8.0,85,0,0,15,0
B0DMVWPSXK,,,0,0,0,0,0
B0DLFBD5YD,4.0,13.0,45,29,15,0,11
B0DNNG45PW,,,0,0,0,0,0
B0DNNBH237,,,0,0,0,0,0
B0DM92WC9N,5.0,2.0,100,0,0,0,0
B0D8JMGWTV,4.6,3.0,70,30,0,0,0
B0D8JP8D4W,3.4,4.0,47,0,20,0,33
B0DNNF7D27,1.0,1.0,0,0,0,0,100
B0DNQM4JM1,,,0,0,0,0,0
B0DLGQKC94,4.5,651.0,79,7,6,3,5
B0DMWFHD3L,,,0,0,0,0,0
B0DN6QYLNN,5.0,1.0,100,0,0,0,0
B0DMWC2KFH,,,0,0,0,0,0
B0DPDQW1NW,,,0,0,0,0,0
B0DGL9W6HZ,,,0,0,0,0,0
B0DGQ5T9NH,3.5,2.0,51,0,0,49,0
B0DGPX1FJQ,,,0,0,0,0,0
B0DLVRTW2F,5.0,3.0,100,0,0,0,0
B0DNNWRCDD,,,0,0,0,0,0
B0DHX39MZ1,3.0,2.0,51,0,0,0,49
B0DHX2RZXN,5.0,1.0,100,0,0,0,0
B0DNSKWWBQ,4.6,18.0,74,20,6,0,0
B0DN139S2D,4.7,68.0,81,7,2,2,8
B0DNYF5MP8,4.5,11.0,68,8,10,5,9
B0DNFKPKHG,5.0,2.0,58,0,0,0,42
B0DNPXR38F,5.0,4.0,100,0,0,0,0
B0DP75G8BQ,,,0,0,0,0,0
B0DP71JG2P,,,0,0,0,0,0
B0DNN7LYTX,3.7,5.0,44,19,18,19,0
B0D5XWVBKK,,,0,0,0,0,0
B0DNPYJN4B,4.5,2.0,48,52,0,0,0
B0DNJQ5G9S,4.6,7.0,84,8,8,0,0
B0DP7MJTVP,,,0,0,0,0,0
B0DP63G2ZS,4.3,6.0,43,21,36,0,0
B0DNS34MGB,,,0,0,0,0,0
B0DNQ5L2M4,,,0,0,0,0,0
B0DP2XDMHN,,,0,0,0,0,0
B0D8JNXGP3,4.4,6.0,80,0,0,20,0
B0DB8G5RDB,4.0,6.0,84,0,0,0,16
B0DJ3DGRJW,5.0,2.0,100,0,0,0,0
B0DNHLFYHT,,,100,0,0,0,0
B0DJ8DXB25,4.4,74.0,74,12,4,1,9
B0DK1PKZNP,4.7,4.0,71,29,0,0,0
B0DG2QVY63,,,50,0,0,0,50
B0DK34BYQH,,,0,0,0,0,0
B0DLGFV4T4,3.1,6.0,26,26,24,0,24
B0DK5754KZ,4.0,1.0,35,31,0,34,0
B0DMF5GP1K,5.0,5.0,100,0,0,0,0
B0DK3MZK4L,4.6,3.0,72,28,0,0,0
B0DHVZSMPX,,,0,0,0,0,0
B0DHS1BCFF,,,0,0,0,0,0
B0DK53V4DJ,2.0,1.0,0,0,0,100,0
B0DK1NDMQW,,,0,0,0,0,0
B0DLK6SKXN,4.9,27.0,91,9,0,0,0
B0DK5685DX,2.9,2.0,48,0,0,0,52
B0DK58FQQS,,,0,0,0,0,0
B0DK6J2T26,3.5,2.0,0,52,48,0,0
B0DNMD93G9,3.4,4.0,46,0,28,0,26
B0DJQWV8FS,,,0,0,0,0,0
B0DPC1TT5G,,,0,0,0,0,0
B0CYGT5FD6,4.4,22.0,69,20,0,0,11
B0DHRGPB1H,4.4,595.0,73,14,4,3,6
B0DPBRW2LW,1.6,3.0,31,0,22,0,47
B0DPBQ812V,,,0,0,0,0,0
B0DJX6SKTL,,,0,0,0,0,0
B0DP5HP5W9,1.0,1.0,52,0,0,0,48
B0DNHQLYJJ,,,0,0,0,0,0
B0DP5C41QW,5.0,1.0,100,0,0,0,0
B0DP2YCY5G,4.6,3.0,62,38,0,0,0
B0DP4J96B5,,,0,0,0,0,0
B0DNQ1LGRY,,,0,0,0,0,0
B0DN8CDBQS,,,0,0,0,0,0
B0DNCDSQ8P,,,0,0,0,0,0
B0DNQMCR9J,3.1,4.0,0,52,26,0,22
B0DNBM6QPM,,,0,0,0,0,0
B0DNXYGF39,4.5,159.0,76,11,6,2,5
B0DNF6J9WD,,,0,0,0,0,0
B0DNCBV6X7,,,0,0,0,0,0
B0DJNMLDW7,5.0,1.0,100,0,0,0,0
B0DPB3VKCK,,,0,0,0,0,0
B0DP9X6PF7,,,0,0,0,0,0
B0DP8NSL66,,,0,0,0,0,0
B0DP9KSY21,5.0,1.0,100,0,0,0,0
B0DP9JZS64,,,0,0,0,0,0
B0DP9GQ7DG,5.0,1.0,100,0,0,0,0
B0DP9HYG3C,3.0,2.0,34,33,0,0,33
B0DP8Q5K8D,5.0,1.0,100,0,0,0,0
B0DP9BNLHF,,,0,0,0,0,0
B0DP99LF91,,,0,0,0,0,0
B0DJVCPC77,,,0,0,0,0,0
B0DMZL3M2J,4.4,58.0,68,15,8,5,4
B0DMZCHP5L,3.3,17.0,39,19,16,5,21
B0DP97Q5Q4,,,0,0,0,0,0
B0DLB2ZJN3,,,0,0,0,0,0
B0DP9819MW,1.0,1.0,0,0,0,0,100
B0DP8LN226,,,0,0,0,0,0
B0DP8JH9D2,,,0,0,0,0,0
B0DJD1RSPY,,,0,0,0,0,0
B0DK31MY9G,,,0,0,0,0,0
B0DP8FN7HF,,,0,0,0,0,0
B0DNVWHCHF,,,0,0,0,0,0
B0DJNGNCWH,,,0,0,0,0,0
B0DJ91QZTV,,,63,0,0,0,37
B0DJ91SL32,2.4,2.0,0,48,0,0,52
B0DN65K3NH,2.0,2.0,0,0,52,0,48
B0DJ8ZPVF1,,,100,0,0,0,0
B0DJ91W132,,,100,0,0,0,0
B0DJ8YRY8B,1.0,1.0,0,0,0,0,100
B0DJ93KMJM,2.0,1.0,0,0,0,100,0
B0DMW2GXF2,5.0,1.0,100,0,0,0,0
B0DMW61BZW,,,0,0,0,0,0
B0DNPVWKKN,,,0,0,0,0,0
B0DNPV1GPK,4.0,1.0,0,50,0,0,50
B0DMW1CRTZ,5.0,4.0,100,0,0,0,0
B0DNM8QJB4,,,0,0,0,0,0
B0DMSZ37XT,3.7,10.0,45,14,28,0,13
B0DNM4LYR5,,,0,0,0,0,0
B0DNM48T6L,3.0,1.0,0,0,100,0,0
B0DLNYBHG5,,,0,0,0,0,0
B0DNFDT1WG,,,0,0,0,0,0
B0DNMVHC6S,,,0,0,0,0,0
B0DNPNN8PZ,,,0,0,0,0,0
B0DNMM8YGT,,,0,0,0,0,0
B0DNPT1Z59,,,0,0,0,0,0
B0DNPS832M,5.0,1.0,100,0,0,0,0
B0DNQ11P4H,,,0,0,0,0,0
B0DFLRWC7K,4.5,456.0,79,8,4,4,5
B0DP2B7YWL,,,0,0,0,0,0
B0DMSSDG8B,4.5,7.0,72,14,14,0,0
B0DMSPRGH1,4.4,9.0,63,15,22,0,0
B0DMST4GWS,3.9,6.0,34,46,0,20,0
B0DMSWY67D,3.9,7.0,46,25,14,15,0
B0DMVDKT1R,5.0,7.0,78,4,7,0,11
B0DMF93TTF,,,0,0,0,0,0
B0DKW6GH5Z,4.1,10.0,70,0,17,13,0
B0DP753WGN,,,0,0,0,0,0
B0DP6Q98RL,5.0,2.0,100,0,0,0,0
B0DP7GCCYW,5.0,2.0,100,0,0,0,0
B0DP7G65ML,,,0,0,0,0,0
B0DP77N331,,,0,0,0,0,0
B0DP78P4X7,5.0,1.0,100,0,0,0,0
B0DP75V8X8,5.0,8.0,100,0,0,0,0
B0DP7543M2,5.0,1.0,100,0,0,0,0
B0DP75BCZB,,,0,0,0,0,0
B0DJ7GWGCP,4.4,,74,11,6,3,6
B0DP76LPLF,5.0,1.0,100,0,0,0,0
B0DFC661K5,4.5,2.0,53,47,0,0,0
B0DP6Y1ZCK,3.9,53.0,54,15,6,5,20
B0DKJFSXMK,,,0,0,0,0,0
B0DP6W6CYD,5.0,2.0,100,0,0,0,0
B0DKJBMMBS,,,0,0,0,0,0
B0DKJBLFLD,,,0,0,0,0,0
B0DJ5854YV,3.7,4.0,68,0,0,0,32
B0D2Q3QDS3,4.0,48.0,65,9,9,3,14
B0D2Q2PLQ8,4.6,49.0,81,8,6,2,3
B0D2Q473Z6,3.9,43.0,61,13,8,4,14
B0DMVBPN15,4.5,124.0,84,4,3,2,7
B0DM66QR2W,4.7,149.0,80,16,2,2,0
B0D9Y6G2C4,,,0,0,0,0,0
B0DKN697Q1,5.0,2.0,100,0,0,0,0
B0DP6JRPHF,4.0,10.0,0,0,0,0,0
B0DFPW46GQ,,,0,0,0,0,0
B0DP6K7HCK,5.0,1.0,100,0,0,0,0
B0DK1KGNGB,4.6,2.0,57,43,0,0,0
B0DP69J1RF,2.0,1.0,54,0,0,46,0
B0DP4RDP8W,4.6,513.0,80,9,7,2,2
B0DP54DLDF,,,71,9,11,2,7
B0DGNYRLSH,,,0,0,0,0,0
B0DHGLHDGV,4.2,10.0,58,28,0,14,0
B0DHZK8M75,4.6,137.0,79,13,4,2,2
B0DMDDHDYW,4.2,49.0,65,14,13,3,5
B0DN5NG3LH,,,0,0,0,0,0
B0DM1Z2DVM,3.3,8.0,36,24,0,15,25
B0DNVP5Y51,4.5,54.0,63,19,10,0,8
B0DNF7G8ZY,,,0,0,0,0,0
B0D5KRCX3R,5.0,1.0,100,0,0,0,0
B0D5WZJJ1C,,,0,0,0,0,0
B0DNX6YPSH,,,0,0,0,0,0
B0DJSMRFPG,4.0,2.0,51,0,49,0,0
B0DMVRPKZ7,,,0,0,0,0,0
B0DNZPWWLD,4.7,14.0,77,12,11,0,0
B0DGXM5QB5,5.0,3.0,100,0,0,0,0
B0DLFWD8ZF,3.7,24.0,45,18,10,8,19
B0DM5BB9BW,,,0,0,0,0,0
B0DHRY2MCC,3.2,32.0,50,8,5,5,32
B0DGLG3FY9,,,0,0,0,0,0
B0DP5445K4,,,0,0,0,0,0
B0DJS4QPHS,,,0,0,0,0,0
B0DG2WNRWB,4.0,9.0,54,29,0,0,17
B0DMW7M3QL,4.5,325.0,77,11,5,3,4
B0DP4V7N5X,,,100,0,0,0,0
B0D4VCV21T,,,0,0,0,0,0
B0DHR8GMXT,4.8,10.0,82,18,0,0,0
B0DP4NK9X4,4.9,31.0,90,10,0,0,0
B0DP4P326H,4.1,5.0,61,28,0,0,11
B0DKXKG67C,3.9,247.0,60,12,9,2,17
B0DLFY1K5J,,,0,0,0,0,0
B0DHXP4ZGD,5.0,1.0,100,0,0,0,0
B0DL59BMZ1,,,0,0,0,0,0
B0DKS5PPXM,4.0,1.0,0,100,0,0,0
B0DDGBKZJK,,,0,0,0,0,0
B0DP4H25FG,,,0,0,0,0,0
B0DNHLNZ76,5.0,1.0,100,0,0,0,0
B0DNHP1BG5,,,0,0,0,0,0
B0DNHT6FKH,,,0,0,0,0,0
B0DNHN6T9K,1.0,1.0,0,0,0,0,100
B0DNHLT1Y2,5.0,1.0,100,0,0,0,0
B0DNSL9P2V,,,0,0,0,0,0
B0DNYZ6V2T,4.3,65.0,74,12,5,4,5
B0DKDT31F9,4.4,14.0,70,14,0,16,0
B0DNVNM1BZ,4.6,,80,12,4,2,2
B0DNYNTYPH,,,0,0,0,0,0
B0DNF52DYY,4.2,22.0,63,19,8,0,10
B0DNMFM7VH,,,0,0,0,0,0
B0D7VWBSVD,,,0,0,0,0,0
B0DNSWY92L,4.5,10.0,69,15,16,0,0
B0DNHLM88F,,,0,0,0,0,0
B0DNHQRBL4,1.0,2.0,0,0,0,0,100
B0DNHQ9H8K,,,0,0,0,0,0
B0DNHR6Z8W,,,0,0,0,0,0
B0DNHNJPTP,1.0,1.0,58,0,0,0,42
B0DNHRMFGP,1.0,1.0,0,0,0,0,100
B0DNHR8VXG,,,0,0,0,0,0
B0DNHMY4LH,,,0,0,0,0,0
B0DHCHC473,4.5,2.0,55,45,0,0,0
B0DLBRQJYM,,,0,0,0,0,0
B0DLBQRVC2,,,0,0,0,0,0
B0DKBBZPX1,3.3,5.0,41,0,0,32,27
B0DL53C3Y3,,,0,0,0,0,0
B0DLBQ12DB,1.0,1.0,0,0,0,0,100
B0DKBCFYTK,4.5,2.0,63,37,0,0,0
B0DLBT61JT,4.0,2.0,0,100,0,0,0
B0DKBCPRBJ,4.0,1.0,0,33,34,33,0
B0DKBD761Z,3.8,4.0,77,0,0,0,23
B0DLBS9DPQ,,,0,0,0,0,0
B0DLBS4FHT,,,100,0,0,0,0
B0DKBBV941,,,0,0,0,0,0
B0DLBSSBCN,,,0,0,0,0,0
B0DKBBRVRX,,,0,0,0,0,0
B0DKBCT96K,5.0,1.0,100,0,0,0,0
B0DKBCX5ZS,5.0,3.0,58,0,0,0,42
B0DKBCJ878,5.0,1.0,100,0,0,0,0
B0DLBR72QC,5.0,1.0,100,0,0,0,0
B0DLBNTD6J,4.0,1.0,0,100,0,0,0
B0DP2NC733,2.0,1.0,0,0,0,100,0
B0DGSS5V6C,4.4,11.0,26,35,0,0,39
B0DLJQHGKJ,4.2,19.0,71,12,0,0,17
B0DGLCGW1X,,,0,0,0,0,0
B0DB1S7M8X,,,0,0,0,0,0
B0DDXNT6Q7,,,0,0,0,0,0
B0DF2SSSPV,5.0,2.0,100,0,0,0,0
B0DGXJ1G1W,5.0,1.0,100,0,0,0,0
B0DGXKR114,4.0,1.0,0,100,0,0,0
B0DP3JCMQ7,4.5,13.0,79,0,11,0,10
B0DNKDTRH9,4.6,9.0,73,27,0,0,0
B0DNM1CPQG,4.5,17.0,82,13,0,0,5
B0DM21DWV6,5.0,1.0,26,0,0,0,74
B0DM21W299,,,0,0,0,0,0
B0DLBJ7BW7,5.0,4.0,100,0,0,0,0
B0DP3C3XWR,4.7,8.0,85,0,15,0,0
B0DHRYHVHZ,,,0,0,0,0,0
B0DJ4PYNJW,5.0,1.0,100,0,0,0,0
B0DHTQ1RQV,,,0,0,0,0,0
B0DGXMQ7QK,,,0,0,0,0,0
B0DHS4GB86,,,0,0,0,0,0
B0DHS2NMC7,,,0,0,0,0,0
B0DGXVXVVC,,,0,0,0,0,0
B0DJ55Z1R5,5.0,1.0,100,0,0,0,0
B0DHRYHSQF,,,0,0,0,0,0
B0DHTN2KG5,,,0,0,0,0,0
B0DHS5GRWG,,,0,0,0,0,0
B0DHTL5DYG,,,0,0,0,0,0
B0DLSR4XC7,4.2,487.0,66,13,9,4,8
B0DP2RVD7Y,,,100,0,0,0,0
B0DP2QZVLY,5.0,2.0,17,0,83,0,0
B0DP2Q5BPM,5.0,1.0,100,0,0,0,0
B0DP2KKDBC,5.0,1.0,100,0,0,0,0
B0DP2JTWCN,2.2,3.0,28,17,28,0,27
B0DP2M2QYK,,,0,0,0,0,0
B0DP2HXM3C,3.0,3.0,63,0,0,0,37
B0DP2JQK93,,,0,0,0,0,0
B0DP2J6Z2F,,,0,0,0,0,100
B0DKNKZYQL,4.7,8.0,72,28,0,0,0
B0DK8ZGL8W,5.0,2.0,100,0,0,0,0
B0DHG8HVVG,4.0,2.0,34,0,31,0,35
B0DP2D1TZ8,,,0,0,0,0,0
B0DP2B7XDR,5.0,1.0,100,0,0,0,0
B0DDTF5WHF,,,0,0,0,0,0
B0DK5BHS7R,,,0,0,0,0,0
B0DK1TQ1TY,4.6,8.0,56,44,0,0,0
B0DP28P1MG,,,0,0,0,0,0
B0DP281M4Z,4.6,148.0,71,17,5,2,5
B0DKD3GHGJ,,,0,0,0,0,0
B0DP23DSHP,,,0,0,0,0,0
B0DHWX73S7,,,0,0,0,0,0
B0DHWWGQ3F,5.0,1.0,100,0,0,0,0
B0DP1ZZBVT,,,100,0,0,0,0
B0DHWXD3W6,,,0,0,0,0,0
B0DNQ7RBGF,3.5,2.0,33,0,35,32,0
B0DLVZPZ8L,5.0,2.0,100,0,0,0,0
B0DHXKKTBT,,,100,0,0,0,0
B0DNQ766TK,,,100,0,0,0,0
B0DNQ76WR4,5.0,1.0,70,0,0,0,30
B0DLCJYXPX,4.5,27.0,77,14,4,5,0
B0DNPSBWPD,,,0,0,0,0,0
B0DNPVZVJT,,,0,0,0,0,0
B0DJVYNC9H,,,0,0,0,0,0
B0DNP91SR5,,,0,0,0,0,0
B0DNMT6KY2,,,0,100,0,0,0
B0DMZHNYQF,5.0,3.0,69,0,31,0,0
B0DL2S82GQ,,,0,0,0,0,0
B0DNFN7FDZ,,,0,0,0,0,0
B0DNZKTL8G,,,0,0,0,0,0
B0DNZGPGR3,3.0,1.0,63,0,37,0,0
B0DNZJZ2NY,4.3,3.0,64,0,36,0,0
B0DNZHKRQW,5.0,1.0,100,0,0,0,0
B0DNZGZYF3,,,0,0,0,0,0
B0DNZGCWXC,5.0,1.0,100,0,0,0,0
B0DNZFDBV7,,,0,0,0,0,0
B0DNZD5RHP,1.0,1.0,0,0,0,0,100
B0DNZ8TRNM,,,0,0,0,0,0
B0DNZ8VDRF,,,0,0,0,0,0
B0DMZG15RQ,4.5,2.0,53,47,0,0,0
B0DNZ8CGPL,,,0,100,0,0,0
B0DNZ7R2DZ,,,0,0,0,0,0
B0DN9PZ1TK,4.4,,76,9,4,2,9
B0DNZ5P4QK,,,100,0,0,0,0
B0DJKHMKD1,,,0,0,0,0,0
B0DNVRTM12,3.6,5.0,59,0,21,0,20
B0DHXW7YDY,5.0,2.0,100,0,0,0,0
B0DHXWHCB8,,,0,0,0,0,0
B0DF5JD3ZF,4.7,3.0,67,33,0,0,0
B0DHS3BFSW,3.7,30.0,49,11,11,18,11
B0DN6B1HFC,4.2,,67,15,5,3,10
B0DGPJ6Y2G,,,0,0,0,0,0
B0DLG4P8PX,,,0,0,0,0,0
B0DLN1JK3H,,,0,0,0,0,0
B0DK6S2DCB,,,0,0,0,0,0
B0DLNJBJYR,,,0,0,0,0,0
B0DBPZ9NN7,5.0,1.0,100,0,0,0,0
B0DJSTJM9V,4.5,4.0,48,52,0,0,0
B0DHFY9SQ8,,,0,0,0,0,0
B0DNXD7BD8,,,71,9,11,2,7
B0DMS56S6V,5.0,1.0,42,58,0,0,0
B0DM8Z3GMD,3.1,7.0,34,14,0,26,26
B0DNXDXZ8G,5.0,2.0,71,9,11,2,7
B0DNXD4BZ1,,,71,9,11,2,7
B0DGCFRPSX,,,0,0,0,0,0
B0DFWFPXSG,,,0,0,0,0,0
B0DG85FX3X,,,0,0,0,0,0
B0DG2JHK86,,,0,0,0,0,0
B0DFQ6GJJR,,,0,0,0,0,0
B0DFPQFZBD,,,0,0,0,0,0
B0DJ38G4GL,3.3,3.0,33,34,0,0,33
B0DNSLZ5LD,,,0,0,0,0,0
B0DHRFJWJ8,,,0,0,0,0,0
B0DHTV69Q2,,,0,0,0,0,0
B0DJS9ZNP6,3.7,26.0,55,9,14,8,14
B0DLP55F7C,4.1,55.0,58,18,7,5,12
B0DK6G6YSD,5.0,5.0,68,0,0,0,32
B0DGP44928,,,0,0,0,0,0
B0DK4N9J1R,4.0,2.0,39,61,0,0,0
B0DNSR1W8B,,,0,0,0,0,0
B0DNS86BFC,,,0,0,0,0,0
B0DNSMYMQ1,,,0,0,0,0,0
B0DJSFBT88,5.0,2.0,61,0,0,0,39
B0DMVFF9MX,,,0,0,100,0,0
B0DNJNPC9N,,,0,0,0,0,0
B0DMSL4GWD,5.0,1.0,100,0,0,0,0
B0DN9PTCKR,5.0,1.0,46,54,0,0,0
B0DL3V1RBR,5.0,1.0,100,0,0,0,0
B0DNML6BQ1,4.6,8.0,69,0,16,0,15
B0DMZ1FP7D,4.2,2.0,25,25,0,9,41
B0DNJPM64R,,,0,0,0,0,0
B0DMJPCQXH,,,0,0,0,0,0
B0DNJJ7W1X,,,0,0,0,0,0
B0DKX32PC1,,,0,0,0,0,0
B0DMS6YQYV,4.2,26.0,57,24,6,8,5
B0DHWYVBRB,,,0,0,0,0,0
B0DKFYR84N,4.0,9.0,69,0,18,0,13
B0DKFZ9HJN,,,0,0,0,0,0
B0DKFZ2XT3,,,0,0,0,0,0
B0DKFYDNK2,,,0,0,0,0,0
B0DKFB4HYZ,,,0,0,0,0,0
B0DHTHBS2C,,,0,0,0,0,0
B0DMVDX8D2,4.4,161.0,78,8,3,4,7
B0DMZG1NP1,4.2,59.0,68,12,4,4,12
B0DNX2ZH54,,,0,0,0,0,0
B0DN9TB5HP,4.0,2.0,34,0,32,0,34
B0DNRYP5BG,4.6,3.0,45,28,27,0,0
B0DJ8GVCT3,4.6,5.0,41,41,0,0,18
B0DKZ48VFY,,,0,0,0,0,0
B0DMJBG4GJ,,,0,0,0,0,0
B0DNR499NB,,,0,0,0,0,0
B0DNR364XS,3.0,2.0,51,0,0,0,49
B0DNQPLPDD,2.4,19.0,28,14,0,15,43
B0DNMYMWXN,4.0,9.0,47,17,17,12,7
B0DMWJ7L8X,4.7,23.0,72,22,6,0,0
B0DNS4B1GG,,,0,0,0,0,0
B0DNJYHLWC,,,0,0,0,0,0
B0DL9ZL75N,4.5,42.0,67,23,8,0,2
B0DLW433X3,3.3,3.0,36,30,0,0,34
B0DHR7YFXK,,,0,0,0,0,0
B0DK4PY14P,5.0,2.0,100,0,0,0,0
B0DNHFLC7S,,,0,0,0,0,0
B0DLW5T9RG,,,0,0,0,0,0
B0DNQ593XM,,,0,0,0,0,0
B0DMF8RBNF,4.3,6.0,60,18,22,0,0
B0DK3H4L94,2.5,2.0,0,50,0,0,50
B0DNF4VG7P,4.5,,79,9,4,2,6
B0DLT2LJMV,,,0,0,0,0,0
B0DKHPRJFL,1.0,1.0,67,18,0,0,15
B0DNDN4N82,,,0,0,0,0,0
B0DMJHD7YG,2.9,2.0,49,0,0,0,51
B0DLVSRB53,,,0,0,0,0,0
B0DK3KRHJ6,4.0,3.0,34,30,36,0,0
B0DM13FXMN,,,0,0,0,0,0
B0DMJQ7CGP,,,0,0,0,0,0
B0DN6DYYP7,4.0,2.0,52,0,48,0,0
B0DNCWHLG2,,,0,0,0,0,0
B0DF4JWW3N,5.0,2.0,100,0,0,0,0
B0DJXLF86C,4.4,148.0,75,10,7,1,7
B0DJ8L3Y1X,4.1,55.0,59,21,4,2,14
B0DMNJR8NV,4.7,11.0,75,19,0,0,6
B0DMVX7WYT,,,0,0,0,0,0
B0DJ2XMNTM,3.8,5.0,64,18,8,3,7
B0DGFY6MT1,3.6,14.0,48,19,0,17,16
B0DNFH7BGS,,,0,0,0,0,0
B0DKXZ88MW,4.5,20.0,81,7,6,0,6
B0DF7M73MR,,,0,0,0,0,0
B0DKH1LRLJ,,,0,0,0,0,0
B0DKX9YH8H,,,0,0,0,0,0
B0DKS9PKQR,5.0,5.0,100,0,0,0,0
B0DMF1XF96,5.0,1.0,100,0,0,0,0
B0DMD4QX7X,4.5,2.0,55,45,0,0,0
B0DMSVSYB6,3.8,4.0,79,0,0,0,21
B0DJ551QRP,4.3,82.0,69,13,6,6,6
B0DNSJ1YKL,,,0,0,0,0,0
B0DMSTPTLJ,5.0,1.0,100,0,0,0,0
B0DMCWW7NT,1.5,2.0,0,0,0,51,49
B0DGQNNQMB,,,0,0,0,0,0
B0DDYDXHY3,5.0,1.0,100,0,0,0,0
B0DKHT6863,,,0,0,0,0,0
B0DMWWGKYZ,,,0,0,0,0,0
B0DM4R9Q9T,,,0,0,0,0,0
B0D5Y378G2,,,0,0,0,0,0
B0DKD39KSL,,,0,0,0,0,0
B0DKD3RLFR,,,0,0,0,0,0
B0DKD3ZQ9M,,,0,0,0,0,0
B0DKD3XXHZ,,,0,0,0,0,0
B0DL53C2CQ,,,0,0,0,0,0
B0DK8Z6ZXX,,,0,0,0,0,0
B0DNSYS4DN,4.0,53.0,63,16,7,5,9
B0DDKJNR7Y,4.0,1.0,0,100,0,0,0
B0DNSY1N6X,5.0,1.0,100,0,0,0,0
B0DKBYHSKH,,,0,0,0,0,0
B0DNSS6PWW,,,0,0,0,0,0
B0DKDXQ8QS,,,100,0,0,0,0
B0DKP7S9LK,5.0,4.0,100,0,0,0,0
B0DNSS8D3F,,,0,0,0,0,0
B0DK6VKQN4,4.0,1.0,0,100,0,0,0
B0DLN4JZML,1.0,1.0,55,0,0,0,45
B0DJ29M7NC,4.1,4.0,75,0,0,25,0
B0DKC5K6D5,4.0,1.0,0,100,0,0,0
B0DKBQ4WNF,5.0,1.0,100,0,0,0,0
B0DKX81SCG,,,100,0,0,0,0
B0DK2ZJHK7,5.0,1.0,100,0,0,0,0
B0DNMM6R18,,,0,0,0,0,0
B0DNSKC4RS,4.7,7.0,73,27,0,0,0
B0DKS6VFW7,,,0,0,100,0,0
B0DNSJWP1C,2.6,9.0,26,12,11,11,40
B0DNSGX89Y,2.4,5.0,24,0,23,0,53
B0DNSHL5W8,4.1,6.0,83,0,0,0,17
B0DJ2TLZCQ,,,0,0,0,0,0
B0DGLCZF2C,,,0,0,0,0,0
B0DK12YV51,4.7,10.0,80,20,0,0,0
B0DDT28F74,5.0,1.0,100,0,0,0,0
B0DNS4XQK7,3.6,15.0,71,0,0,8,21
B0DG4WMJNM,5.0,1.0,100,0,0,0,0
B0DNS62XW2,,,0,0,0,0,0
B0DLGBZ9Y6,,,0,0,0,0,0
B0DKWHLKTZ,4.8,6.0,86,14,0,0,0
B0DKXN2WQ1,,,0,0,0,0,0
B0DMN3GNVD,5.0,2.0,100,0,0,0,0
B0DHRXTMZK,,,0,0,0,0,0
B0DG8JTZBR,,,0,0,0,0,0
B0DK71SPLX,,,0,0,0,0,0
B0CZCWNJFR,,,0,0,0,0,0
B0DMZSG8MK,4.5,14.0,84,0,10,0,6
B0DNJXGZLC,,,0,0,100,0,0
B0DMZH7YRP,4.2,103.0,66,11,8,6,9
B0DMZYFNL8,4.0,40.0,54,17,6,7,16
B0DNCB5YPH,3.7,40.0,51,17,13,6,13
B0DK3LKL7Y,5.0,1.0,100,0,0,0,0
B0DN1G3SLK,4.5,2.0,32,34,34,0,0
B0DN65VDFK,5.0,3.0,100,0,0,0,0
