ASIN,Overall_Rating,Review_Count,5Star,4Star,3Star,2Star,1Star
B0DNJPFJLV,3.9,10.0,60,18,0,0,22
B0DP3KGYFT,4.0,5.0,54,22,0,24,0
B0DNQTSG9M,,,0,0,0,100,0
B0DPF7DYL5,5.0,5.0,100,0,0,0,0
B0DP6P8YK8,5.0,1.0,100,0,0,0,0
B0DPJHFBS3,3.9,8.0,76,0,0,0,24
B0DP37GS9G,4.7,31.0,72,14,9,0,5
B0DP4YBC96,,,0,0,0,0,0
B0DMTHVGHL,,,0,0,0,0,0
B0DLWL9LXC,,,0,0,0,0,0
B0DP2KJJ1Q,4.6,3.0,58,26,0,16,0
B0DP2LTZDV,4.5,2.0,63,37,0,0,0
B0DGF81661,,,0,0,0,0,0
B0DL5TRD39,5.0,8.0,68,0,16,0,16
B0DKSHT7QT,2.9,3.0,48,0,0,0,52
B0DJ7DJ5WR,5.0,7.0,100,0,0,0,0
B0DPHPDHHG,4.2,3.0,73,0,27,0,0
B0DLB772FM,5.0,2.0,100,0,0,0,0
B0DLWNVQ7N,,,0,0,0,0,0
B0DLG3JZ36,,,100,0,0,0,0
B0DLB9W4HS,4.0,2.0,0,100,0,0,0
B0DK6DFCML,4.2,10.0,63,19,0,5,13
B0DK11GLY1,4.0,2.0,61,0,39,0,0
B0DLGGCX15,3.3,3.0,48,27,0,0,25
B0DN9FTDN6,,,0,0,0,0,0
B0DNDKQ98Q,,,0,0,0,0,0
B0DNJBPFB3,,,0,0,0,0,0
B0DJGJQ6DC,2.0,2.0,39,0,0,61,0
B0DNND3VYX,5.0,2.0,60,5,14,5,16
B0DNNFXNS1,5.0,2.0,100,0,0,0,0
B0DLBFQV8Q,2.7,3.0,50,0,0,21,29
B0DKDZK5Z4,,,0,0,0,0,0
B0DHVFCYZK,4.0,2.0,0,55,0,0,45
B0DFY1L2CF,,,0,0,0,0,0
B0DLB3CQDR,4.7,20.0,76,24,0,0,0
B0DLW69RKP,5.0,1.0,100,0,0,0,0
B0DPF7YYSJ,,,62,18,8,5,7
B0DHXP8YDV,4.4,28.0,60,26,8,6,0
B0DK2SW63M,,,0,0,0,0,0
B0DPD536WB,3.0,2.0,63,0,0,0,37
B0DKJJRDJK,3.5,3.0,50,0,0,0,50
B0DL5X6HCZ,4.0,7.0,49,34,0,0,17
B0DMWGVS37,,,0,0,0,0,0
B0CM9L777W,4.6,524.0,81,11,3,1,4
B0DJSXZR6L,4.6,459.0,80,9,6,2,3
B0DLBGBV3X,4.2,18.0,69,8,7,8,8
B0DKCQL9SR,,,0,0,0,0,100
B0DHXPXFZX,4.6,23.0,68,27,5,0,0
B0DCBLP229,4.4,7.0,84,0,0,16,0
B0DNSMBYHY,2.8,6.0,36,0,0,20,44
B0DKCRZ9CP,,,0,0,0,0,0
B0DKD6M88P,4.5,2.0,51,49,0,0,0
B0DC6CX6VZ,2.8,3.0,26,26,0,0,48
B0D73D22QW,4.8,105.0,86,10,2,2,0
B0DL38TDTZ,3.6,7.0,50,14,22,0,14
B0DKDVSTQ2,,,0,0,0,0,0
B0DLSWRSHW,2.5,2.0,0,38,0,0,62
B0DJXQ127N,,,0,0,0,0,0
B0DKHBP6FZ,5.0,1.0,100,0,0,0,0
B0DHG8G56Z,4.2,5.0,47,31,0,22,0
B0DHYH5V9Y,5.0,2.0,100,0,0,0,0
B0DPCD75NV,,,0,0,0,0,0
B0DK365FNS,5.0,2.0,100,0,0,0,0
B0DN67FCD1,4.0,1.0,51,49,0,0,0
B0DLFYJ8CQ,4.5,,77,11,5,3,4
B0DL5ZX66L,5.0,1.0,100,0,0,0,0
B0D7VX9BMK,4.8,17.0,92,0,8,0,0
B0DKXL3VT8,4.7,5.0,52,48,0,0,0
B0DNRBB17J,,,0,0,0,0,0
B0DNKCTMGB,,,0,0,0,0,0
B0DNYNTZFY,,,0,0,0,0,0
B0DN1CQVGT,,,0,0,0,0,0
B0DMWM55JF,,,0,0,0,0,0
B0DBSY9XDD,,,0,0,0,0,0
B0DHRDDJQP,4.4,36.0,56,31,4,0,9
B0DK33BSC5,,,0,0,0,0,0
B0DKMYVX2Z,,,0,0,0,0,0
B0DKNTH4KP,4.3,7.0,54,23,23,0,0
B0DK8HFP71,4.6,28.0,72,23,5,0,0
B0DLNSPM62,,,0,0,0,0,0
B0DMFRD96H,4.2,3.0,59,0,41,0,0
B0DPD89MJN,4.0,1.0,47,24,10,0,19
B0DJM6PTMT,4.8,5.0,76,24,0,0,0
B0DP1KWDPQ,4.4,4.0,53,27,20,0,0
B0DP6ZSD43,,,0,0,0,0,0
B0DP72FSMK,,,0,0,0,0,0
B0DP511G1Q,5.0,3.0,100,0,0,0,0
B0DK5JT2GF,4.7,79.0,86,10,2,0,2
B0DP4Z4M1J,5.0,1.0,100,0,0,0,0
B0DPBFX266,4.8,10.0,74,17,0,0,9
B0DP2KCFRX,3.6,2.0,52,0,0,48,0
B0DP6CXKDH,,,51,0,0,49,0
B0DPBH4KS7,5.0,5.0,100,0,0,0,0
B0DP417CTH,,,0,0,0,0,0
B0DPD1V24Y,,,0,0,0,0,0
B0DPD22NZD,3.0,1.0,0,0,100,0,0
B0DMS4N63D,,,0,0,0,0,0
B0DP4ZJF5X,5.0,2.0,100,0,0,0,0
B0DKCJTG6N,,,0,0,0,0,0
B0DFJ1H6ZZ,3.6,3.0,45,28,0,27,0
B0DKCJGS3T,,,0,0,0,0,0
B0DK4Z3P9C,3.0,2.0,51,0,0,0,49
B0DK4ZM4NY,2.9,2.0,53,0,30,0,17
B0DKCK75YG,4.2,3.0,50,0,50,0,0
B0DK4YWCSN,5.0,3.0,100,0,0,0,0
B0DKCLBGFQ,,,0,0,0,0,0
B0DK52N6K5,4.0,9.0,61,0,12,10,17
B0DKCKFP9N,3.8,4.0,80,0,0,0,20
B0DK51381J,4.6,5.0,92,0,0,0,8
B0DMLS6GK6,,,0,0,0,0,0
B0DNFCSWCV,5.0,1.0,100,0,0,0,0
B0DL9S63XV,,,0,0,0,0,0
B0DNRYFFHL,4.0,34.0,60,17,3,6,14
B0DM7M4W2M,4.0,2.0,31,69,0,0,0
B0DJX391LR,4.6,34.0,62,26,7,0,5
B0DPC71MK3,5.0,1.0,100,0,0,0,0
B0DJLP293V,5.0,1.0,100,0,0,0,0
B0DHS5CDPS,,,0,0,0,0,0
B0D5H6NB2D,,,0,0,0,0,0
B0DMWJFVQ6,,,0,0,0,0,0
B0DNHVZF3Q,,,0,0,0,0,0
B0DJLQXMGM,4.0,4.0,30,70,0,0,0
B0D3VBHFLK,,,100,0,0,0,0
B0DNHCZPKM,4.0,1.0,0,100,0,0,0
B0DFTYHCTK,,,0,0,0,0,100
B0DK6G63LW,,,0,0,0,0,0
B0DNQQ6XSW,,,0,0,0,0,0
B0DN5QB7W2,4.4,10.0,62,26,12,0,0
B0DNZQ2BXG,,,0,0,0,0,0
B0DMVB55DY,,,0,0,0,0,0
B0DP2HZFF5,5.0,1.0,100,0,0,0,0
B0DN1Z4NNS,5.0,7.0,100,0,0,0,0
B0DJ29D2CZ,3.0,1.0,0,0,100,0,0
B0DK7N7NFZ,4.9,10.0,90,10,0,0,0
B0DFH5V4MY,4.6,32.0,72,19,9,0,0
B0DFH5PXJ9,4.0,16.0,55,18,8,10,9
B0DJW2VPHL,4.2,347.0,57,23,8,5,7
B0DP9X638M,,,0,0,0,0,0
B0DP9WH5SY,,,0,0,0,0,0
B0DG8BPV9T,4.0,8.0,64,18,0,0,18
B0DP5TMN7C,,,0,0,100,0,0
B0DCG8XBY9,,,0,0,0,0,0
B0DHXWK28X,,,0,0,0,0,0
B0DJBLBTYT,5.0,1.0,100,0,0,0,0
B0DP9F2CVS,,,0,0,0,0,0
B0DLKXGL8Q,4.4,9.0,54,28,18,0,0
B0DKNK1DWN,5.0,2.0,100,0,0,0,0
B0DMW7649X,4.6,22.0,76,18,0,0,6
B0D93X48VQ,3.6,8.0,60,9,0,15,16
B0DJLSGH94,3.5,2.0,0,55,45,0,0
B0DJ4L9GNH,3.2,5.0,19,32,30,0,19
B0DK95M6Z4,5.0,3.0,69,31,0,0,0
B0DHL7DHQ1,4.1,10.0,55,27,0,18,0
B0DL54Y7QG,,,0,0,0,0,0
B0DKHCKWYH,4.6,6.0,62,38,0,0,0
B0DJT54RKB,,,100,0,0,0,0
B0DKX7G6WW,,,0,0,0,0,0
B0DNMGJS4Y,1.0,1.0,0,0,0,0,100
B0DJ3D7MWL,4.2,32.0,64,18,4,3,11
B0DNPWZYSN,5.0,2.0,100,0,0,0,0
B0DLVQF253,3.6,5.0,32,31,19,18,0
B0DP2ZBWCW,,,0,0,0,0,0
B0DP2XZVL7,,,0,0,0,0,0
B0DP6S5PBD,4.2,150.0,70,11,7,2,10
B0DP741HR7,3.8,6.0,71,0,0,0,29
B0DHL9LSD1,5.0,4.0,100,0,0,0,0
B0DNJS2TS3,4.3,5.0,53,21,26,0,0
B0DP7149DZ,,,0,0,0,0,0
B0DL28CFNH,3.8,9.0,53,24,0,0,23
B0DJ8XGQ8L,4.8,6.0,100,0,0,0,0
B0DP5B18JC,5.0,2.0,100,0,0,0,0
B0DCJ9J88G,5.0,1.0,100,0,0,0,0
B0DF2KVSFH,,,100,0,0,0,0
B0DF2KJX18,,,0,0,0,0,0
B0DCNQH2GF,4.8,35.0,80,10,5,0,5
B0DCNBHMVZ,4.8,33.0,84,16,0,0,0
B0DDT7XS9P,4.9,18.0,88,12,0,0,0
B0DF2LRQ93,,,0,0,0,0,0
B0DM1Z1B52,5.0,2.0,63,0,0,0,37
B0DJ58JG6C,4.4,2.0,45,55,0,0,0
B0DGTGRWZ8,4.5,416.0,75,12,7,2,4
B0DKD7H1XX,,,0,0,0,0,0
B0DJNK2F58,,,0,0,0,0,0
B0DKD8P5YV,2.5,2.0,0,33,34,0,33
B0DJSZ17D2,,,0,0,0,0,0
B0DGLH5RQD,4.7,15.0,74,26,0,0,0
B0DMNH3ZVL,,,0,0,0,0,0
B0DKN847F6,4.0,2.0,50,0,50,0,0
B0DJ4R115B,,,0,0,0,0,0
B0DP695KQT,4.1,32.0,65,6,11,9,9
B0DKXPWR3M,4.5,61.0,73,14,4,3,6
B0DLRRTBBB,5.0,4.0,76,0,0,0,24
B0DP65295N,,,62,8,13,7,10
B0DJQ8N5DJ,,,0,100,0,0,0
B0DP4K54V2,4.2,105.0,69,12,6,3,10
B0DLKY96J6,5.0,3.0,100,0,0,0,0
B0DLNKP2K3,4.8,16.0,90,0,10,0,0
B0DK3JXFHC,3.5,2.0,35,33,32,0,0
B0DK4R3X1N,4.5,2.0,35,29,0,0,36
B0DK55714P,1.0,1.0,0,0,0,0,100
B0DK56PZFD,5.0,2.0,100,0,0,0,0
B0DK2SGK8N,4.7,11.0,77,13,10,0,0
B0DKZHVSRB,,,0,0,0,0,0
B0DNZ8B5Z4,4.7,9.0,71,29,0,0,0
B0DNMGDFWB,,,100,0,0,0,0
B0DN1QFZ2P,5.0,1.0,100,0,0,0,0
B0DMSRWYY9,5.0,1.0,100,0,0,0,0
B0DJVJT31C,4.4,18.0,82,6,6,0,6
B0DMSWXTZ3,5.0,1.0,100,0,0,0,0
B0DNZH42FL,4.2,4.0,66,12,11,0,11
B0DMVMK2FL,4.4,13.0,60,24,16,0,0
B0DP1ZH854,3.7,34.0,50,13,11,3,23
B0DMF9XF2D,4.9,20.0,93,0,0,0,7
B0DP18V33K,5.0,2.0,100,0,0,0,0
B0DMV734JZ,,,100,0,0,0,0
B0DNYSYZSY,5.0,4.0,100,0,0,0,0
B0DNSK49RV,5.0,1.0,100,0,0,0,0
B0DNYX6M8S,4.1,15.0,68,8,8,8,8
B0DNF6NNZG,5.0,2.0,100,0,0,0,0
B0DHZDLVJ3,2.5,3.0,44,0,0,26,30
B0DNRJC2JL,4.8,8.0,76,12,0,0,12
B0DGVQH3PT,,,70,30,0,0,0
B0DHJXY2HN,,,0,0,0,0,0
B0DP5DBZZJ,3.0,1.0,0,0,100,0,0
B0DF7FXW41,4.7,258.0,82,13,2,2,1
B0DKP171G3,,,0,0,0,0,0
B0DMPN4R1R,,,0,0,0,0,0
B0D8W7G8XZ,4.3,12.0,68,9,12,0,11
B0DK35MZ5Q,,,0,0,0,0,0
B0DLKT5QM3,4.9,15.0,93,7,0,0,0
B0DMST8LJX,4.3,,68,16,8,3,5
B0DJ71WR9K,,,0,0,0,0,0
B0DP4PHRXR,1.5,2.0,0,0,0,38,62
B0DP4NBH2D,4.6,178.0,74,16,8,1,1
B0DP4MVWX2,4.4,179.0,0,0,0,0,0
B0DNF2XT6P,3.1,5.0,21,46,0,0,33
B0DK5GKKGP,,,0,0,0,0,0
B0DDX8MWFS,,,0,0,0,0,0
B0DKP2FHP9,2.0,1.0,0,0,0,100,0
B0DHTKSL5K,4.4,19.0,78,8,7,0,7
B0DNSGGNW6,2.0,1.0,0,0,0,100,0
B0DG62V53K,,,0,0,0,0,0
B0DG6KP9VH,,,0,0,0,0,0
B0DMNSVPX8,3.0,1.0,0,0,100,0,0
B0DG63WGZR,,,0,0,0,0,0
B0DFLBS9XK,3.0,1.0,48,0,37,0,15
B0DNPVXB8G,,,0,0,0,0,0
B0DNWW16SG,4.4,,70,16,8,2,4
B0DNSPNYPB,5.0,3.0,100,0,0,0,0
B0DLTYX4B5,2.0,2.0,0,0,51,0,49
B0DNYLCCBF,4.4,156.0,0,0,0,0,0
B0DNJQFLFP,5.0,1.0,100,0,0,0,0
B0DLQ8HWCV,,,0,0,0,0,0
B0DNG49KZT,,,0,0,0,0,0
B0DLSZDYDH,1.0,1.0,38,0,0,0,62
B0DMND9RPJ,,,0,0,0,0,0
B0DNQ253DM,,,0,0,0,0,0
B0DKSMN97J,4.7,4.0,66,34,0,0,0
B0DN6XKNZW,,,0,0,0,0,0
B0DM99LYN9,4.4,7.0,86,0,0,14,0
B0DNZBCQ8W,5.0,5.0,66,17,0,17,0
B0DN85HJWV,,,0,0,0,0,0
B0DNQ2C229,,,0,0,0,0,0
B0DN1GYP6S,,,0,0,0,0,0
B0DLTZCHSH,3.6,4.0,47,26,0,0,27
B0DNX16TS4,,,0,0,0,0,0
B0DN2Y3MQP,,,0,0,0,0,0
B0DMVBP66T,4.4,31.0,54,26,6,3,11
B0DK75X325,1.2,5.0,0,0,0,30,70
B0DHV3HZ44,5.0,6.0,74,26,0,0,0
B0DKNS8QYF,,,0,0,0,0,0
B0DF2M23L8,,,0,0,0,0,0
B0DHYZG46M,,,0,0,0,0,0
B0DJBKQK18,,,0,0,0,0,0
B0DGLCZ8TZ,4.1,6.0,80,0,0,0,20
B0DGX1DSWV,4.6,41.0,75,19,6,0,0
B0DLB15YVW,3.4,4.0,46,0,26,0,28
B0DHZBRJ1H,,,0,0,0,0,0
B0DJQ9PR1N,,,0,0,0,0,0
B0DP1F4PYQ,5.0,1.0,49,0,0,0,51
B0DJ56JQY2,,,0,0,0,0,0
B0DNYZC6HQ,4.0,20.0,57,25,0,5,13
B0DP2SSMQW,3.3,3.0,27,46,0,0,27
B0DHGZ3TKH,5.0,2.0,100,0,0,0,0
B0DHGX663W,,,0,0,0,0,0
B0DHGYWFDB,,,0,0,0,0,0
B0DHGZ6DZ5,,,0,0,0,0,0
B0DHGVHXYV,,,0,0,0,0,0
B0DHGZNF3L,1.0,1.0,0,0,0,0,100
B0DHGYNH93,,,100,0,0,0,0
B0DHH3BWVC,,,0,0,0,0,0
B0DP2P9D32,4.0,2.0,31,69,0,0,0
B0DMW8BZ6X,4.8,7.0,82,18,0,0,0
B0DLG9N288,,,0,0,0,0,0
B0DHTJG12K,3.8,3.0,61,0,39,0,0
B0DKCQGLVT,3.9,3.0,64,0,0,36,0
B0DP2G6TQ9,4.0,1.0,54,46,0,0,0
B0DKNLN4TZ,4.7,8.0,72,28,0,0,0
B0DP2H46MV,,,0,0,0,0,0
B0DMPZNH35,4.8,10.0,88,12,0,0,0
B0DP2D96PR,,,0,0,0,0,0
B0DKXMVTTM,,,51,49,0,0,0
B0DHV1WN5G,,,0,0,0,0,0
B0DN9P5Z1L,,,100,0,0,0,0
B0DM2C4RDS,4.5,2.0,51,49,0,0,0
B0DKCQSGPN,,,0,0,0,0,0
B0DFCGCLJW,4.6,584.0,79,9,6,2,4
B0DFYK4CT1,4.4,12.0,63,26,0,11,0
B0DKCQSGTG,4.0,2.0,62,0,38,0,0
B0DFCGTFQD,4.4,217.0,66,21,9,0,4
B0DFCBZR6C,4.7,471.0,80,15,3,1,1
B0DHV8FW7V,4.6,17.0,92,0,0,0,8
B0DGWY1BFL,4.7,11.0,71,29,0,0,0
B0DKCZBS4G,3.4,3.0,60,0,0,0,40
B0DKCQQ81T,,,0,0,0,0,0
B0DK4XVGMS,,,0,0,0,0,0
B0DM1PMX3G,4.5,2.0,51,49,0,0,0
B0DGG99LH5,4.7,5.0,59,41,0,0,0
B0DK8VQ1CB,5.0,1.0,100,0,0,0,0
B0DJ8JMN3S,4.0,4.0,33,15,24,14,14
B0DJQSQ3HH,4.1,49.0,71,6,10,2,11
B0DK16ZY8B,4.2,208.0,61,20,6,5,8
B0DJSJF361,4.0,237.0,60,13,10,5,12
B0DKMJ47M2,,,0,0,0,0,0
B0DND3PXMP,,,0,0,0,0,0
B0DL5LRX56,4.5,32.0,79,9,5,7,0
B0DNSF9GC6,,,0,0,0,0,100
B0DLKLDJWS,,,0,0,0,0,0
B0DM2NTWR3,4.7,868.0,81,13,3,1,2
B0DHC9PN34,4.8,141.0,85,13,2,0,0
B0DL5ST95S,5.0,3.0,100,0,0,0,0
B0DNZCR61Z,5.0,3.0,78,0,0,0,22
B0DNZBGQMS,5.0,1.0,100,0,0,0,0
B0DNZ5SR3V,,,0,0,0,0,0
B0DKH917SJ,4.7,4.0,78,22,0,0,0
B0DNZ17LCJ,3.5,11.0,52,7,13,0,28
B0DNZ4TK8D,,,0,0,0,0,0
B0DKCR1QHC,,,0,0,0,0,0
B0DLWHCLPW,,,100,0,0,0,0
B0DK89VZWS,,,0,0,0,0,0
B0DH254KBB,5.0,1.0,100,0,0,0,0
B0DHKW59XP,,,100,0,0,0,0
B0DHYYX5MW,,,0,0,0,0,0
B0DJ72S9TY,,,0,0,0,0,0
B0DB265Y8B,,,0,0,0,0,0
B0DJT23ZFV,4.1,310.0,64,10,9,5,12
B0DL5RFFHB,,,0,100,0,0,0
B0DM8Z5LYX,4.5,2.0,47,53,0,0,0
B0DMVYVVV9,5.0,1.0,100,0,0,0,0
B0DM1TZ5TM,,,0,0,0,0,0
B0DNYJS4W9,4.2,2.0,26,74,0,0,0
B0DLKH5DQ3,,,0,0,0,0,0
B0DGGFGGNT,5.0,1.0,100,0,0,0,0
B0DK37QYGW,,,0,0,0,0,0
B0DNCX6RHL,,,0,0,0,0,0
B0DM94W7FF,,,0,0,0,0,0
B0DKFLDLP5,4.3,11.0,50,39,11,0,0
B0DNYCPG63,,,0,0,0,0,0
B0DLNY8CBL,5.0,5.0,100,0,0,0,0
B0DMN7C4WZ,5.0,4.0,100,0,0,0,0
B0DM4JKPJC,4.3,69.0,64,15,12,4,5
B0DLJHFCDF,2.0,2.0,26,0,0,0,74
B0DKHSVZ7L,4.3,15.0,69,11,13,0,7
B0DJY47RQN,5.0,2.0,100,0,0,0,0
B0DMP2M7Z7,,,0,0,0,0,0
B0DJVSRTV3,5.0,1.0,100,0,0,0,0
B0DNJG3L5Q,,,0,0,0,0,0
B0DNWJYJTW,3.6,11.0,39,30,9,0,22
B0DKTKMBJG,4.2,40.0,55,29,10,2,4
B0DNQ4VJ1S,,,0,0,0,0,0
B0DNMLMX2R,5.0,1.0,100,0,0,0,0
B0D75M5YVG,4.0,2.0,49,0,51,0,0
B0DNQ1L14M,,,0,0,0,0,0
B0DHRTRBM8,5.0,3.0,100,0,0,0,0
B0DN9RK25T,,,0,0,0,0,0
B0DLVW7WLL,3.6,2.0,55,0,0,45,0
B0DK98JL4N,,,0,0,0,0,0
B0DBZ192BR,4.5,48.0,82,7,5,3,3
B0DK3J7PK7,,,0,0,0,0,0
B0DNNDQDS7,5.0,2.0,100,0,0,0,0
B0DHK6MK4Q,5.0,4.0,100,0,0,0,0
B0DK6P12HW,5.0,1.0,100,0,0,0,0
B0DHXDZ2Q8,4.7,74.0,76,18,3,3,0
B0DLNSMG14,5.0,2.0,100,0,0,0,0
B0DNSQ3JJ4,4.6,843.0,79,11,6,1,3
B0DNHQQRR8,,,0,0,0,0,0
B0DNFCGX3C,,,0,0,0,0,0
B0DJ1P9SGG,,,0,0,0,0,0
B0DN1WCC5J,,,0,0,0,0,0
B0DN1XH1PY,1.0,1.0,0,0,0,0,100
B0DNF466RL,5.0,1.0,100,0,0,0,0
B0DKXTTYBJ,,,0,0,0,0,0
B0DNF1RZ1Y,4.5,2.0,51,49,0,0,0
B0DNF53TKP,5.0,1.0,100,0,0,0,0
B0DNJ3C8P3,1.0,1.0,46,0,27,0,27
B0DNF4W295,5.0,1.0,100,0,0,0,0
B0DMD7GNCS,,,0,0,0,0,0
B0DJKSQ4M6,,,0,0,0,0,0
B0DM62NQKG,,,0,0,0,0,0
B0DNQS4DZD,5.0,1.0,100,0,0,0,0
B0DMD2DF5P,,,0,0,0,0,0
B0DNPNSW52,,,100,0,0,0,0
B0DNFBKYLJ,5.0,1.0,100,0,0,0,0
B0DLCX7FRC,5.0,9.0,100,0,0,0,0
B0DNKPGDSR,4.8,10.0,69,14,0,17,0
B0DM9CH36Y,,,0,0,0,0,0
B0DNQ3HDT6,3.8,3.0,62,0,0,38,0
B0DMS3NN7W,5.0,2.0,80,0,20,0,0
B0D5LBN851,,,100,0,0,0,0
B0DKWQGMLS,4.4,13.0,76,17,0,0,7
B0DMRX1F9Z,5.0,7.0,53,0,0,0,47
B0DNQ6R2C7,5.0,1.0,100,0,0,0,0
B0DKJTQR4R,4.7,60.0,78,16,4,0,2
B0DGT8QL7N,5.0,1.0,100,0,0,0,0
B0DNHP2PYP,,,0,0,0,0,0
B0DNHXTQ5K,1.0,1.0,53,0,0,0,47
B0DNJ2YQNF,5.0,1.0,100,0,0,0,0
B0DNF2BV2X,5.0,2.0,100,0,0,0,0
B0DK8JSLYP,4.0,1.0,0,100,0,0,0
B0DJNRK2PL,4.3,6.0,80,0,0,20,0
B0DKY1BLVC,4.4,70.0,74,11,7,3,5
B0DNFGPPQG,,,0,50,0,0,50
B0DHY32YJ4,5.0,8.0,100,0,0,0,0
B0DH1QYDY5,4.6,47.0,76,15,5,0,4
B0DKS84VX6,,,0,0,0,0,0
B0DMVJBJBK,,,0,0,0,0,0
B0DMVF7TCT,5.0,1.0,100,0,0,0,0
B0DMT74L39,,,0,0,0,0,0
B0DM4YPH9W,,,0,0,0,0,0
B0DLWV4ZZ9,4.7,4.0,56,18,0,0,26
B0DK9BYD4P,,,0,0,0,0,0
B0DN182Z7V,,,0,0,0,0,0
B0DHG6HTBP,,,0,0,0,0,0
B0DNVF1WL3,5.0,7.0,81,0,0,0,19
B0DHGJQDHY,,,0,0,0,0,0
B0DK2YGGJJ,5.0,2.0,100,0,0,0,0
B0DHKHZS8S,,,0,0,0,0,0
B0DJLWL4M1,5.0,5.0,85,15,0,0,0
B0DLKNR9GK,4.8,5.0,76,24,0,0,0
B0DM85BXV7,,,0,0,0,0,0
B0DM899268,,,0,0,0,0,0
B0DMS8JCBL,4.2,10.0,72,12,0,0,16
B0DK725HZ2,,,0,0,0,0,0
B0DNTSV2YH,,,0,0,0,0,0
B0DJRCC55V,,,0,0,0,0,0
B0DGGZ6HYX,,,0,0,0,0,0
B0DNT5B2BT,,,0,0,0,0,0
B0DKP4HZ3Y,,,51,0,0,0,49
B0DHL1JKNJ,4.9,10.0,87,13,0,0,0
B0D7BH9MH4,5.0,7.0,100,0,0,0,0
B0DNSP61SX,,,0,0,0,0,0
B0DMDLM276,3.3,5.0,57,0,0,0,43
B0DJX69Q1Z,4.1,16.0,56,11,25,8,0
B0DLNSJSPF,5.0,2.0,100,0,0,0,0
B0DKFH1RTR,,,0,0,0,0,0
B0DKGZYW69,,,0,0,0,0,0
B0DM4H4STT,3.2,3.0,30,35,0,0,35
B0DNS8SS89,5.0,2.0,100,0,0,0,0
B0DHTRJK8P,,,0,0,0,0,0
B0DLH4BRG9,,,0,0,0,0,0
B0DHP97BNR,3.9,430.0,58,13,8,6,15
B0DNS3838T,3.4,3.0,70,0,0,0,30
B0DJNVF7LL,,,0,0,0,0,0
B0DK15Z17B,,,0,0,0,0,0
B0DNRR2QC5,5.0,1.0,64,0,0,0,36
B0DNRSCMKD,,,0,0,0,0,0
B0D5D3PQ47,4.8,27.0,82,6,5,3,4
B0DN1BT1L8,5.0,2.0,100,0,0,0,0
B0DNK846QH,4.6,25.0,59,36,5,0,0
B0D5D41VD9,4.9,23.0,86,10,0,0,4
B0DNKBY8K9,4.4,22.0,63,26,5,6,0
B0DGXY88H2,5.0,2.0,100,0,0,0,0
B0DNJH8RW6,,,0,0,0,0,100
B0DGTBZZW9,,,0,0,0,0,0
B0DGTB4P6L,5.0,1.0,100,0,0,0,0
B0DNRD6P3F,5.0,2.0,100,0,0,0,0
B0DNRB6L63,2.7,4.0,39,14,15,10,22
B0DNQTZV83,4.6,212.0,76,17,3,1,3
B0DNQSFZSZ,5.0,21.0,90,10,0,0,0
B0DJLSYWRQ,,,100,0,0,0,0
B0DLGJLP9C,3.2,5.0,66,0,0,0,34
B0DJ8LM86S,4.1,9.0,53,0,22,12,13
B0DMJL5SNR,3.6,18.0,59,6,11,6,18
B0DLXT48KQ,,,0,0,0,0,0
B0DJNFGL91,,,0,0,0,0,0
B0DJS89FXW,,,0,0,0,0,0
B0DDY4713S,4.0,1.0,0,100,0,0,0
B0DLWRZ43N,3.6,57.0,50,18,5,7,20
B0DL9HWRSP,3.0,2.0,51,0,0,0,49
B0DJ8WH8H4,3.0,2.0,51,0,0,0,49
B0DKFDP763,,,0,0,0,0,0
B0DMMZX3YM,5.0,1.0,0,0,0,0,0
B0DJ2QMW64,,,0,0,0,0,0
B0DL9LYRW2,,,0,0,0,0,0
B0DKT81XYW,4.3,3.0,88,0,0,0,12
B0DLB6WFQ3,,,0,0,0,0,0
B0DLNLX6FD,,,0,0,0,0,0
B0DK5225PR,3.5,3.0,63,0,0,0,37
B0DKJR5PFM,,,0,0,0,0,100
B0DKJD13RL,,,0,0,0,0,0
B0DHRNB39P,,,0,0,0,0,0
B0DNP7BD6D,4.6,26.0,74,18,8,0,0
B0DHK4KZ3W,,,100,0,0,0,0
B0DKJTV22C,2.0,1.0,51,0,0,49,0
B0DFW2PFDN,4.6,40.0,80,14,3,0,3
B0DJ6S2C3L,,,0,0,0,0,0
B0DJBGSLNF,4.8,9.0,89,11,0,0,0
B0DGKYWTXG,,,0,0,0,0,0
B0DKBSMV88,2.9,5.0,23,35,0,0,42
B0DLB22RW5,4.5,2.0,49,51,0,0,0
B0DNP19LTR,,,0,0,0,0,0
B0DNNX6B2Y,,,0,0,0,0,0
B0D9XZY2YF,,,0,0,0,0,0
B0DN5PJHWZ,,,0,0,0,0,0
B0DNGPWW7C,,,0,0,100,0,0
B0DNHD8N8Z,,,0,0,0,0,0
B0DMF7DVZ9,4.6,191.0,77,14,5,1,3
B0DNHHGPCL,,,0,0,0,0,0
B0DNNR7L53,5.0,3.0,100,0,0,0,0
B0DNNPLTNZ,,,0,0,0,0,0
B0DMW8T9SQ,,,0,0,0,0,0
B0DMP24M1M,5.0,2.0,100,0,0,0,0
B0DNJKLSZS,,,65,15,10,0,10
B0DNN9H6B7,5.0,2.0,100,0,0,0,0
B0DNNC6LMJ,5.0,1.0,100,0,0,0,0
B0DNN75N8B,,,100,0,0,0,0
B0DLP7VDDT,4.7,40.0,75,21,4,0,0
B0DNMZ4BW1,5.0,23.0,100,0,0,0,0
