ASIN,Weight,Volumn,ProductSizeTier
B0D2VQ5827,,7266.72,Undefined
B0BFJYKBMC,,5876.3,Undefined
B0D49MYS5X,,3866.86,Undefined
B0D4YRP9FW,,8135.44,Undefined
B0D53YXKYJ,,2413.16,Undefined
B0D5DHQHVK,,7099.59,Undefined
B0D5FGSYYJ,,369.86,Undefined
B0CSK2VBSK,,19.64,Undefined
B0CX5QXR14,,997.33,Undefined
B0CZTCKN4H,,10214.22,Undefined
B0D2N1BGTP,,1872.81,Undefined
B0D5D5P5F5,,158.3,Undefined
B0D3GTYQ1C,,239.34,Undefined
B0D3GVKT74,,161.71,Undefined
B0D5D2XQ9F,,506.53,Undefined
B0D1JWBZ92,,41.61,Undefined
B0D12CQ89R,,3.74,Undefined
B0CZH5MXRV,,19773.91,Undefined
B0D5CWRP2G,,2887.46,Undefined
B0D3H3LS4S,,996.65,Undefined
B0D17FZQ2T,,517.74,Undefined
B0D127MD1C,,80712.19,Undefined
B0CZL697GY,,101492.3,Undefined
B0D2SLQ3RC,,181.92,Undefined
B0D1VFVFM6,,7959.54,Undefined
B0D482FYH4,,2765.32,Undefined
B0D5CLKGSP,,1518.52,Undefined
B0CZB9YKVC,,264.68,Undefined
B0CY2SDY5J,,4235.68,Undefined
B0CRB138FV,,958.64,Undefined
B0CR9XG3PS,,383.46,Undefined
B0D4LH7FZT,,573.68,Undefined
B0CWV4M9D5,,33447.14,Undefined
B0CYG8YNHF,,393.29,Undefined
B0D59Y41HT,,24808.21,Undefined
B0D47VQMCM,,578.95,Undefined
B0D4TVGBXF,,4320.81,Undefined
B0D4QDJZK2,,2243.32,Undefined
B0CZ943V32,,717.56,Undefined
B0CZ98RS7C,,807.17,Undefined
B0D1V2QZWN,,21482.94,Undefined
B0D1K4TSGC,,22.53,Undefined
B0CYGK9JX3,,393.29,Undefined
B0CRL2RK4L,,958.64,Undefined
B0D3PLGDJ5,,215.83,Undefined
B0D4DPV4MY,,1053.63,Undefined
B0D17ND79N,,1220.25,Undefined
B0D2L6PF4H,,14329.57,Undefined
B0D5BH5PW1,,663.68,Undefined
B0D2HD1KYD,,12832.39,Undefined
B0D1K7TNQ8,,498.52,Undefined
B0D1K19715,,504.69,Undefined
B0D5B2NM9K,,9559.53,Undefined
B0D26GT5NP,,288.47,Undefined
B0D5B1L3T8,,122079.53,Undefined
B0D2PYMRCD,,1666.63,Undefined
B0CYZKHHH3,,2017.21,Undefined
B0D25WF68W,,22694.92,Undefined
B0CYCFPRW7,,3799.18,Undefined
B0D2RGX2L9,,6011.18,Undefined
B0CYCKBXS6,,2178.04,Undefined
B0CYCHCC4Z,,3799.18,Undefined
B0CX4PC6D3,,4148.02,Undefined
B0D1FP5JYB,,2100.65,Undefined
B0D2RD22VY,,7870.88,Undefined
B0CYP9CDD2,,3566.27,Undefined
B0D58KYMDM,,9005.28,Undefined
B0CYGTFBVH,,17967.78,Undefined
B0D3X9S3R4,,75425.45,Undefined
B0D11H8P8X,,30.37,Undefined
B0D1N1Z8XR,,1405.89,Undefined
B0D12C5XC4,,599.97,Undefined
B0D1V79QNR,,599.91,Undefined
B0D57QFP9L,,66.09,Undefined
B0D46Y479M,,104.62,Undefined
B0D4TW9SZ8,,858.53,Undefined
B0D4H5CBHB,,2682.78,Undefined
B0D538HP19,,3606.28,Undefined
B0D4R649DB,,14913.16,Undefined
B0D471JKQT,,80.62,Undefined
B0D45WH3ND,,4967.26,Undefined
B0D4QB5Z3F,,2187.68,Undefined
B0D4ZDF1S2,,7.37,Undefined
B0D1TQ82FJ,,24027.08,Undefined
B0D45TB3R1,,375.59,Undefined
B0CYQ1YXZR,,479.98,Undefined
B0D26TFVT4,,1011.2,Undefined
B0D2T12DG5,,111579.25,Undefined
B0CYLJ3HDG,,29253.06,Undefined
B0D1JSJF2L,,0.17,Undefined
B0D1K2BWMM,,606.45,Undefined
B0D2V2WW92,,5174.18,Undefined
B0D56R86W8,,2404.11,Undefined
B0D4LVK53X,,107.37,Undefined
B0D4QJ9MZD,,8894.9,Undefined
B0D4HWBPR2,,35.79,Undefined
B0CZ93BRTY,,136.09,Undefined
B0D2HBZWZ3,,334.84,Undefined
B0D22R3D1G,,598.19,Undefined
B0CYLN1VL1,,1638.71,Undefined
B0D2MQBQJY,,13848.2,Undefined
B0D14752CR,,1027.69,Undefined
B0D55QJMXS,,14.7,Undefined
B0D21SFDF8,,1525.76,Undefined
B0CZRBCB7B,,20975.62,Undefined
B0CYPPY723,,5276.93,Undefined
B0D1XXRWWR,,404.35,Undefined
B0D4D9GLW6,,41950.88,Undefined
B0CGTVBZF1,,2949.67,Undefined
B0D4C9NRLD,,44048.43,Undefined
B0CZ37M28K,,26586.23,Undefined
B0D152QG6X,,428.69,Undefined
B0D3XQC7J9,,2450.59,Undefined
B0D1C5D4TH,,733.63,Undefined
B0D5492RMN,,15182.97,Undefined
B0D17758GS,,1987.48,Undefined
B0CXQHGY1C,,2040.81,Undefined
B0D16WCXMM,,1989.6,Undefined
B0CZDFPJDX,,2346.9,Undefined
B0CZ3JWVWM,,16626.76,Undefined
B0D25HW6FC,,253.17,Undefined
B0D147QLPR,,2162.48,Undefined
B0D2DC4VCK,,3500.99,Undefined
B0D2T3LZV7,,1104.64,Undefined
B0D3LJ5PQJ,,2582.85,Undefined
B0D2DV6CVJ,,786.58,Undefined
B0D16ZGRJB,,16.22,Undefined
B0D533WQZL,,9098.04,Undefined
B0CWTR9HY8,,7808.12,Undefined
B0CT5JL6Z2,,6960.28,Undefined
B0D3KNV2D3,,17932.17,Undefined
B0D1PNQQZT,,12.27,Undefined
B0D12844N2,,301.5,Undefined
B0D127WRZ9,,449.68,Undefined
B0D1CS7XRF,,291.67,Undefined
B0D4JH19GJ,,6138.09,Undefined
B0CN6D2RLD,,11024.01,Undefined
B0C38YPQCJ,,1356.85,Undefined
B0D4JSJKYZ,,1171.51,Undefined
B0D2PWYV4G,,4797.97,Undefined
B0D46WVFXK,,815.54,Undefined
B0D4RDKQTQ,,17947.11,Undefined
B0D1QNQG3B,,387.83,Undefined
B0D22KVD2K,,322.55,Undefined
B0D1XS971Q,,372.49,Undefined
B0CWTSNW7R,,6275.85,Undefined
B0D2LPWT44,,245.81,Undefined
B0D17PL2M1,,1484.5,Undefined
B0D14CZFZW,,2192.19,Undefined
B0D3XGJP5Y,,34298.12,Undefined
B0D4QKPVPK,,695.38,Undefined
B0CY84S5P4,,14580.2,Undefined
B0D1QB9Z6J,,873.66,Undefined
B0D4Q5B1YX,,4055.21,Undefined
B0D4QJMFGL,,12715.97,Undefined
B0D44QZHKP,,321.38,Undefined
B0D411LYZD,,359.98,Undefined
B0D1Y3F1P1,,1792.22,Undefined
B0D17FCLGH,,185.83,Undefined
B0CZKNSF89,,1066.26,Undefined
B0CZLLLFYX,,597.38,Undefined
B0CZN3G1D9,,1972.89,Undefined
B0CYWZXCNF,,788.65,Undefined
B0D4M8RGFB,,1037.65,Undefined
B0CZMRMWKX,,84924.58,Undefined
B0CZHVCP5M,,2519.55,Undefined
B0CW56B9WZ,,1995.89,Undefined
B0D44L23NL,,104.48,Undefined
B0D1G9GK3Q,,1085.48,Undefined
B0CMKX3QBL,,628.86,Undefined
B0CYH614G3,,1843.54,Undefined
B0D4V9R5M1,,93376.22,Undefined
B0D2TNTVJT,,1060.69,Undefined
B0D4V9HBLT,,127.96,Undefined
B0CXPP31LR,,,Undefined
B0CZXJKN66,,3138.21,Undefined
B0D4V573K9,,3773.94,Undefined
B0CY4YTLYS,,39.7,Undefined
B0D2HJ2412,,7.78,Undefined
B0CZ6WLJJW,,613.76,Undefined
B0CYLQNXM9,,3398.07,Undefined
B0CZ766QV5,,5934.21,Undefined
B0CYL37JC5,,2096.0,Undefined
B0CZ7153XF,,7918.17,Undefined
B0CYPZWX3F,,11910.84,Undefined
B0CZD86NXZ,,3245.56,Undefined
B0CWL32YDB,,4254.7,Undefined
B0CZRSWSQR,,587.72,Undefined
B0CYC28F8P,,5996.14,Undefined
B0CZLJTC6Q,,9406.54,Undefined
B0D49GW17J,,690.61,Undefined
B0D3Z2RK44,,1831.78,Undefined
B0CXF2WKK2,,30479.94,Undefined
B0D1CSVX9R,,95.9,Undefined
B0D4K8JS88,,2089.55,Undefined
B0D3PQSVS8,,222.86,Undefined
B0D3V3ZC7B,,8262.78,Undefined
B0D43FN67M,,211.98,Undefined
B0CYHHV1M2,,2704.83,Undefined
B0D1489SFK,,481.48,Undefined
B0D1BMF7VV,,8947.34,Undefined
B0D4QV5G2Y,,8304.85,Undefined
B0D41S9GJJ,,3200.66,Undefined
B0D4QRB1M7,,3463.83,Undefined
B0D4QKCTWH,,10161.24,Undefined
B0CX4PMRVH,,250.63,Undefined
B0D2VWJMSW,,1229.03,Undefined
B0D174F1S6,,196.18,Undefined
B0D4Q7CHQG,,1168.03,Undefined
B0D4QJJCGS,,14871.26,Undefined
B0D39XWR7T,,1119.37,Undefined
B0D2NQJSVY,,24580.6,Undefined
B0D476KMR3,,131.64,Undefined
B0CZP39W5Y,,89.1,Undefined
B0D3KRR1MT,,2107.72,Undefined
B0CZ6MV956,,6083.58,Undefined
B0D13Z7MNX,,13853.23,Undefined
B0CZVGKVJ2,,17933.65,Undefined
B0D4PL6GJK,,34893.0,Undefined
B0D2B881K7,,2323.7,Undefined
B0D1FNJS8Q,,251.9,Undefined
B0D1KBSY38,,2746.14,Undefined
B0D4P8CL7D,,11379.82,Undefined
B0D2H3PWD8,,21122.75,Undefined
B0CNQPM8QD,,1344.54,Undefined
B0CZL9L2F6,,5983.16,Undefined
B0CT54W4SQ,,575.44,Undefined
B0D2GSHWKZ,,3946.33,Undefined
B0D45SMK8T,,1.84,Undefined
B0D3B1GBV9,,245.81,Undefined
B0CZ4HGXMK,,489.44,Undefined
B0D41FSNWM,,171.59,Undefined
B0D4M325B4,,3373.96,Undefined
B0D46BDSPY,,5407.73,Undefined
B0D4LTFD3C,,7533.92,Undefined
B0D1FTP28H,,1032.39,Undefined
B0D1R4L7F4,,233.52,Undefined
B0D4LV75W9,,13809.18,Undefined
B0D25SKTW7,,10038.74,Undefined
B0CQXKPTG3,,5987.99,Undefined
B0CYL8JS6W,,750.49,Undefined
B0CY25RF24,,994.8,Undefined
B0CYL145VX,,2962.2,Undefined
B0CYGWK64K,,35396.06,Undefined
B0CZLCL4GC,,5965.73,Undefined
B0CZP3YKFY,,12596.39,Undefined
B0D16RGH8B,,1439.58,Undefined
B0D44QDVYT,,832.25,Undefined
B0D2C6TRHQ,,365.68,Undefined
B0D17S3YC4,,16.39,Undefined
B0D12JKC2C,,2621.87,Undefined
B0D31H6DMS,,214.94,Undefined
B0D48LVVX4,,3989.24,Undefined
B0D1CT4YLL,,361.61,Undefined
B0D1CSKGTS,,361.61,Undefined
B0D49JF7ZB,,2027.15,Undefined
B0D1CV2MLY,,0.97,Undefined
B0D31F17L8,,215.4,Undefined
B0D41LM9V1,,0.0,Undefined
B0D3L12W2T,,284.01,Undefined
B0D146STL9,,20564.92,Undefined
B0D1467V5N,,4604.85,Undefined
B0D1BBDPBP,,8088.68,Undefined
B0CRB5HVZQ,,2785.51,Undefined
B0CJNKZQDG,,5374.96,Undefined
B0D25LF4HL,,175.63,Undefined
B0D2KY8TDV,,1244.81,Undefined
B0D1BTWQDV,,258.0,Undefined
B0D3G4MYQQ,,272.48,Undefined
B0D1BGR6NY,,15.03,Undefined
B0CYBZ1YKG,,924.36,Undefined
B0D26316YT,,21080.91,Undefined
B0D1V74GJ8,,2836.44,Undefined
B0D12TLSQS,,,Undefined
B0D25PB1QV,,964.96,Undefined
B0D14JL8Z9,,321.05,Undefined
B0D34TY67T,,1116.93,Undefined
B0CZ8TGKBS,,884.0,Undefined
B0D4DT1289,,2037.6,Undefined
B0D46DM7P8,,80.3,Undefined
B0D46H9VHB,,242.12,Undefined
B0D1P88JS8,,133.65,Undefined
B0D479ZT4Z,,22255.62,Undefined
B0CTQDSVLJ,,53684.02,Undefined
B0D3YCPRZ4,,2981.52,Undefined
B0D48GVZNW,,2611.91,Undefined
B0D48MWVJD,,85933.76,Undefined
B0CZJ26W3M,,6171.97,Undefined
B0D4FD8MVV,,189.5,Undefined
B0D3HMVKSY,,114.01,Undefined
B0D1QQN98G,,237.46,Undefined
B0D4DMYF72,,5631.39,Undefined
B0D4DZDQXG,,3178.84,Undefined
B0D39PKTN6,,2857.61,Undefined
B0CZ8Z9N59,,5197.54,Undefined
B0D339VC6P,,8608.35,Undefined
B0CY27MQ8S,,12557.41,Undefined
B0D14B4L7X,,15261.11,Undefined
B0D1VBX4GW,,3526.14,Undefined
B0D49L76W3,,21717.73,Undefined
B0D4DKCMGJ,,2307.3,Undefined
B0D1NB86CC,,575.13,Undefined
B0CXXNHCNT,,,Undefined
B0D1VF2Z33,,9522.1,Undefined
B0CY263V5H,,3666.37,Undefined
B0D1VBKRK8,,663.55,Undefined
B0D1VB16NS,,1582.86,Undefined
B0D2Q3PM2K,,648.48,Undefined
B0D4DB1KPY,,55.84,Undefined
B0CWHL6ZD7,,1704.25,Undefined
B0D2LMD86M,,16.39,Undefined
B0D3HFQN7G,,5207.74,Undefined
B0D1QRVP5F,,11723.73,Undefined
B0D3SGMNPD,,1966.45,Undefined
B0CHRN84T2,,26762.67,Undefined
B0D46M2JJX,,19410.17,Undefined
B0D3TDXB5Q,,8038.98,Undefined
B0D3PQBRDN,,700.22,Undefined
B0D172NGQ1,,26830.74,Undefined
B0D3LYKDYT,,,Undefined
B0CZ6DZB5X,,3708.52,Undefined
B0D2H7R7H6,,7067.49,Undefined
B0D1XM9M22,,241.67,Undefined
B0D3PLC9HL,,35230.14,Undefined
B0D1K9LGXB,,1474.03,Undefined
B0D3VDRW4L,,13.11,Undefined
B0CYZ7T7BF,,9286.5,Undefined
B0D2XV7HHB,,1629.97,Undefined
B0D2ZMXVRR,,12460.17,Undefined
B0CZF56L49,,1184.38,Undefined
B0D1G26JXY,,1179.87,Undefined
B0CZKBXY94,,271.8,Undefined
B0D3DFQ8Q9,,342.89,Undefined
B0D12GY2J8,,11798.69,Undefined
B0D2MWJ4VJ,,463.33,Undefined
B0D3ZZYH2Q,,296.56,Undefined
B0CW6GJ47L,,1003.91,Undefined
B0D49F1WZ8,,14069.02,Undefined
B0D49DHWDS,,58.94,Undefined
B0D49FBQGB,,13998.11,Undefined
B0D498HXSS,,11089.13,Undefined
B0D498BLX5,,99.7,Undefined
B0D45JHH6Q,,73314.81,Undefined
B0CZRKNQ14,,5723.19,Undefined
B0CZNNBZNM,,1131.83,Undefined
B0D496H5WD,,11328.1,Undefined
B0D1TQJZWS,,3.28,Undefined
B0CZKSZX8J,,6119.39,Undefined
B0D46KPHYD,,87446.95,Undefined
B0D1V4T561,,621.91,Undefined
B0D1XHMN6L,,0.01,Undefined
B0CZ3Z9KWR,,197.86,Undefined
B0D1QSRV7D,,5278.99,Undefined
B0CXSRN89H,,17575.13,Undefined
B0D1V9HP21,,,Undefined
B0D3XV97BY,,227.05,Undefined
B0D1TGSJLT,,39799.67,Undefined
B0D16ZYZ5M,,1436.52,Undefined
B0D2L3QDQK,,792.04,Undefined
B0D482J94T,,16.39,Undefined
B0CM3X4J72,,256.19,Undefined
B0CYQ3SR2R,,9229.06,Undefined
B0CZLKMLB6,,4620.55,Undefined
B0D2GSMF5K,,4202.19,Undefined
B0D1QDHY74,,14968.05,Undefined
B0C3HHQM65,,793.65,Undefined
B0D31M8SC3,,3347.03,Undefined
B0CZLFBNPY,,559.05,Undefined
B0CXTBFCRY,,7920.22,Undefined
B0CYGYQLGT,,4151.88,Undefined
B0D2M98L9Q,,766.4,Undefined
B0D46KGJT1,,2514.03,Undefined
B0CZ5WT5V5,,18828.36,Undefined
B0D46JSB43,,2902.37,Undefined
B0CZ3Q64K9,,18454.88,Undefined
B0CZ417KXR,,1542.65,Undefined
B0D46GZKD6,,844.45,Undefined
B0CYPWZ5QJ,,1171.52,Undefined
B0D25PRZ8F,,5461.56,Undefined
B0CXS6W5PJ,,12667.01,Undefined
B0D1TTTPPR,,7506.03,Undefined
B0D1QYNMSN,,7245.95,Undefined
B0D2N9NLLR,,1484.3,Undefined
B0D2C52SR8,,26570.68,Undefined
B0CYKHGYM2,,2453.84,Undefined
B0D32XX641,,212.5,Undefined
B0CZ6S5LHZ,,0.02,Undefined
B0D3XTL3DP,,6833.6,Undefined
B0CC3V6YDV,,3.67,Undefined
B0CZNYBMSZ,,4945.07,Undefined
B0CZP196YY,,4736.31,Undefined
B0CYX7M5XM,,8.19,Undefined
B0CZ3SGK8H,,1417.6,Undefined
B0CWVQ7ZWY,,196.64,Undefined
B0CYSY5GCF,,1098.36,Undefined
B0D45F8JCB,,8162.12,Undefined
B0D2R1JN4V,,219.29,Undefined
B0D459PY57,,2308.41,Undefined
B0D16WG5LW,,2101.81,Undefined
B0D4536NRC,,2800.09,Undefined
B0D1Y5ZRHR,,46410.87,Undefined
B0D1XN5ZHB,,49747.36,Undefined
B0D44YY2D1,,24149.55,Undefined
B0D21L6324,,4387.37,Undefined
B0CWN57RY7,,20981.33,Undefined
B0CWV4X4S9,,16.39,Undefined
B0D2KSVJN6,,40401.19,Undefined
B0CZLG3RL1,,3220.94,Undefined
B0D44T7BXF,,46558.11,Undefined
B0D3GV8FDZ,,1179.87,Undefined
B0D3GCTQ3D,,1179.87,Undefined
B0D44DQ8R1,,12102.06,Undefined
B0CYP5C98M,,647.57,Undefined
B0D12HG6WG,,4251.19,Undefined
B0CYQ1WLZP,,4804.85,Undefined
B0CZ6Y92R5,,16438.95,Undefined
B0D2Z3HMM7,,15.61,Undefined
B0D3CV5RGY,,1514.75,Undefined
B0D12Q6BMX,,3312.53,Undefined
B0D13S2GNH,,1029.39,Undefined
B0CZX5FBVD,,94.9,Undefined
B0D2CSR9FL,,106.12,Undefined
B0CX53FG55,,844.81,Undefined
B0D41MKWYV,,5069.75,Undefined
B0D41MJ18Q,,37493.6,Undefined
B0D22MVP7T,,1474.84,Undefined
B0D3WZ4NKN,,721.03,Undefined
B0D3KVX17M,,5931.28,Undefined
B0D3HF6VDG,,248.05,Undefined
B0D3D5SGCS,,19161.07,Undefined
B0D1C8BGKN,,1682.35,Undefined
B0CY4DRKXK,,1330.35,Undefined
B0D11QX5ND,,1721.57,Undefined
B0D4125FBR,,21336.94,Undefined
B0CXSMD1C4,,971.74,Undefined
B0CZHC94L4,,5506.05,Undefined
B0CZK61TJR,,12183.23,Undefined
B0D313LKR4,,6.55,Undefined
B0D1QTMG76,,4842.24,Undefined
B0CZXJHXQV,,206.57,Undefined
B0D3D2CLNY,,917.68,Undefined
B0CYL7S4XV,,786.58,Undefined
B0D2QFZXMW,,271.78,Undefined
B0D16THCD5,,48.38,Undefined
B0D2NFCBFC,,25.96,Undefined
B0D2HP9J27,,210.21,Undefined
B0D3T51ZMR,,4957.17,Undefined
B0D3PQQL5R,,12304.55,Undefined
B0D12QMQH7,,8924.5,Undefined
B0CWY1B4GR,,16223.19,Undefined
B0D17NW7GX,,72.1,Undefined
B0D2VMV339,,2317.36,Undefined
B0CZD6TXZH,,2559.19,Undefined
B0CZDKDXJ7,,5531.76,Undefined
B0D3F1TWBQ,,3275.97,Undefined
B0CX8KJ2V6,,4393.55,Undefined
B0CZ9F6KJB,,1879.79,Undefined
B0D3PMNWW6,,7368.6,Undefined
B0D2HLNZGN,,1686.57,Undefined
B0CX12858R,,1879.79,Undefined
B0D3MCVK9M,,15377.62,Undefined
B0D3TPJSP1,,922.18,Undefined
B0D3PPS3L2,,18610.04,Undefined
B0D3LDFZGW,,5247.51,Undefined
B0D3CD27RC,,1.64,Undefined
B0CZ445R64,,22394.82,Undefined
B0D3C2V29T,17.12,2632.52,Large standard-size
B0D3DYG3YL,,46110.74,Undefined
B0D3PP7VDZ,,2530.82,Undefined
B0CZDQD5HM,,7425.48,Undefined
B0CZRDM51P,,11912.48,Undefined
B0CZRFRM9K,,12610.8,Undefined
B0CZRDFB6R,,12007.77,Undefined
B0CZRH792T,,12101.88,Undefined
B0CZRDH3ZP,,11804.47,Undefined
B0CZH5CM6B,,16.39,Undefined
B0CZRDKN5C,,11762.9,Undefined
B0CZRDKHY2,,11857.96,Undefined
B0CXX149J4,,1596.3,Undefined
B0CYQ32T7Z,,1566.7,Undefined
B0CZRTSQSD,,13184.38,Undefined
B0CXTDBYK6,,2157.33,Undefined
B0CYC3GCSK,,2450.59,Undefined
B0CZRC8DKW,,9651.09,Undefined
B0D2V23GGH,,1380.74,Undefined
B0D2VTXMXC,,597.94,Undefined
B0D2RXQK4W,,1155.49,Undefined
B0CNCN9PD5,,2568.67,Undefined
B0CR9ZC3MH,,958.64,Undefined
B0CR9ZH33F,,958.64,Undefined
B0D3WRVFGL,,32.77,Undefined
B0CZXC3ZHR,,264.16,Undefined
B0D11GLY5B,,9919.38,Undefined
B0D37VNVG6,,795.48,Undefined
B0D2L6JF7N,,820.74,Undefined
B0CYGP2BX8,,24.58,Undefined
B0CWNDBKPK,,163.87,Undefined
B0D3LYMB9N,,24689.21,Undefined
B0D3GBY7FK,,596.89,Undefined
B0D3HLVGJ4,,1449.12,Undefined
B0D3FVM2M5,,5131.12,Undefined
B0D3LL4SC1,,611.1,Undefined
B0CZ6TJSDL,,23234.77,Undefined
B0CZ8N8347,,32466.78,Undefined
B0D3H1M3FV,,659.76,Undefined
B0D3D79Z6D,,3667.55,Undefined
B0D3JC815S,,15377.62,Undefined
B0D35NDCRT,,1940.05,Undefined
B0D3D9GNCS,,126.35,Undefined
B0D1Q6XT1V,,9725.09,Undefined
B0CYPZZ1H9,,617.31,Undefined
B0CZQRZNMB,,16813.01,Undefined
B0CZMN342S,,48.57,Undefined
B0D3V4Y2T5,,9187.37,Undefined
B0D3V4C4R9,,524.39,Undefined
B0D3TRH9T3,,34404.64,Undefined
B0CZDXV9W7,,2994.3,Undefined
B0CYSV527R,,14748.36,Undefined
B0D3TQBGDJ,,35787.25,Undefined
B0D31L6YLD,,4758.8,Undefined
B0CZNKV3FS,,6128.76,Undefined
B0D1BWKBYF,,23228.66,Undefined
B0CWHGTBMS,,4219.65,Undefined
B0CZ9FL7P2,,2898.43,Undefined
B0CZHN914Q,,326.41,Undefined
B0D2NR25Y7,,161.55,Undefined
B0CYQ3MVTR,,1835.62,Undefined
B0CYLP4L8Z,,987.87,Undefined
B0CZKY6KB2,,21303.18,Undefined
B0D22V56VB,,55576.73,Undefined
B0D13BD84R,,3672.78,Undefined
B0CYZFBTZ8,,131383.61,Undefined
B0CZTZRCXY,,4407.56,Undefined
B0D28TY8YT,,343.21,Undefined
B0D3PWTMSX,,6369.67,Undefined
B0D2DQLC8F,,395.3,Undefined
B0CZDHWTJZ,,19.63,Undefined
B0D2634TPV,,1573.16,Undefined
B0CXT94BBD,,2856.2,Undefined
B0D3L5N951,,0.33,Undefined
B0CYH1SWD9,,2288.76,Undefined
B0CYH1FNYW,,4151.88,Undefined
B0CYGX51J4,,2856.2,Undefined
B0D14GKH23,,530.94,Undefined
B0CYGYMXC1,,4151.88,Undefined
B0CT8K88XW,,3816.2,Undefined
B0CZ6WRR7P,,75.62,Undefined
B0CRDDFBLJ,,9076.59,Undefined
B0D3J1Y17R,,140.78,Undefined
B0D1QMVWB6,,1703.83,Undefined
B0D2RP1CN5,,1703.83,Undefined
B0D1CGL16B,,8146.05,Undefined
B0CZJTMLB6,,2081.98,Undefined
B0D3LWCKXN,,19005.83,Undefined
B0D3LSVZ66,,5899.34,Undefined
B0CZ6KVN73,,2925.3,Undefined
B0D21WKGH6,,158.5,Undefined
B0CZ3RH5X8,,0.97,Undefined
B0D2ZLRHGB,,9840.35,Undefined
B0CZP6M5YV,,14748.36,Undefined
B0CYPFK1RS,,3659.77,Undefined
B0CZWX5F2F,,8942.25,Undefined
B0D3KRWDKS,,24580.6,Undefined
B0D3KWXTLB,,14364.39,Undefined
B0D1QTNKF2,,1766.67,Undefined
B0D2XDMHK9,,3924.01,Undefined
B0CQWK77R7,,31602.45,Undefined
B0D1851CKG,,5735.47,Undefined
B0CWR429PQ,,15124.23,Undefined
B0D2X8CFGB,,10790.6,Undefined
B0D38VG923,,23710.7,Undefined
B0D21PMDHS,,277.33,Undefined
B0D2LBYMZR,,,Undefined
B0CZLKX3YF,,,Undefined
B0D25C4VPH,,7400.12,Undefined
B0D2VLF52G,,314.51,Undefined
B0D1KC3F47,,3061.93,Undefined
B0CWV6D5CD,,29078.85,Undefined
B0D1BN9S4C,,37352.77,Undefined
B0CXDWNZZJ,,9913.46,Undefined
B0D2VZ1Y4N,,151.81,Undefined
B0D2HBXVBM,,2609.0,Undefined
B0D2R3XL5K,,95026.28,Undefined
B0CZ8P2HJ7,,540.77,Undefined
B0D3HBKZ3L,,4969.79,Undefined
B0D3H66DK6,,4455.23,Undefined
B0CYL8YK27,,12595.1,Undefined
B0CSY1H8CY,,33690.16,Undefined
B0CWHK2MH3,,4222.36,Undefined
B0CZ8JBS87,,4467.94,Undefined
B0CZDYFC2P,,8359.54,Undefined
B0CZP46H1Y,,68.84,Undefined
B0D2MZ2RY5,,1512.71,Undefined
B0D2N2CK81,,1308.89,Undefined
B0D2MZJRFQ,,1049.25,Undefined
B0D2MYHMQB,,1460.14,Undefined
B0D2MX5NVB,,1229.29,Undefined
B0D2MZJN28,,1148.72,Undefined
B0D2MYBHTM,,823.79,Undefined
B0D2H1XVBR,,3065.43,Undefined
B0CWGT4415,,55306.34,Undefined
B0CXF16DC8,,5400.72,Undefined
B0D1DLHVN8,,3086.29,Undefined
B0D1294PGP,,1341.76,Undefined
B0CZP8B28Q,,1328.06,Undefined
B0CYT3TNLY,,65.55,Undefined
B0D2PHQVWM,,131.1,Undefined
B0D3B4LXHF,,4581.84,Undefined
B0CXDBP4FC,,2243.23,Undefined
B0D1BP8MNL,,40979.26,Undefined
B0D1R5ZYSQ,,926.95,Undefined
B0D3DJN42W,,96947.92,Undefined
B0D25JPLTD,,8.7,Undefined
B0CYCCB5J6,,,Undefined
B0D1V1MWN7,,1291.17,Undefined
B0CX4MFQTZ,,7320.87,Undefined
B0CZ74FMJS,,442.24,Undefined
B0D2Z3678V,,18.44,Undefined
B0D2Z37QYH,,12506.61,Undefined
B0CYSY7CPL,,48091.94,Undefined
B0CZNX6RMM,,48887.42,Undefined
B0D3D1ZZ6G,,8003.17,Undefined
B0CYCBSM8P,,6822.93,Undefined
B0D39B5CW8,,2263.57,Undefined
B0D119PGQX,,3611.28,Undefined
B0CYSWKX45,,1503.15,Undefined
B0CYLHGRFQ,,3504.56,Undefined
B0D1J7B5LP,,18781.68,Undefined
B0CZRDF8S5,,12189.65,Undefined
B0CZRGQD81,,11806.67,Undefined
B0CZRFHK5D,,12111.7,Undefined
B0CZRDY4CL,,12036.57,Undefined
B0CZRCV283,,12019.32,Undefined
B0CZRDGGX2,,11868.48,Undefined
B0CZRG1FR3,,11779.04,Undefined
B0CZRFVVR2,,11770.37,Undefined
B0D2DRW8L3,,352.42,Undefined
B0CZJF9G9Z,,21.63,Undefined
B0CZHM8QC1,,21.63,Undefined
B0D3BZM4JS,,79989.36,Undefined
B0D3BZSGC9,,75520.83,Undefined
B0D149LMRH,,4644.65,Undefined
B0D25Z351N,,2122.91,Undefined
B0CYST8QSH,,24453.8,Undefined
B0CXSH8YCF,,22769.01,Undefined
B0CW528BF5,,2172.58,Undefined
B0CW57LPY9,,3036.99,Undefined
B0CXXR9R5L,,2962.2,Undefined
B0CZRGSPS7,,3855.82,Undefined
B0CZRYF4KY,,1982.13,Undefined
B0D31VDQML,,217.32,Undefined
B0CZP8BS89,,13519.36,Undefined
B0CZ49MLVZ,,35.59,Undefined
B0CZ4C9PVL,,35.59,Undefined
B0D39XM3VB,,268.08,Undefined
